mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-567939,CsSmCl3,5,Cs1 Sm1 Cl3,5.499794,5.499794,5.499794,90.0,90.0,90.0,cubic,Pm-3m,0.006770399999999,-16.813941979,-2.156052866499999,0.116181793999999,False,3.889161994881095,0.0,False,166.35630620018523,,
mp-1205876,CsSmI3,10,Cs1 Sm1 I3,8.555115573924763,8.555115573924763,12.017084,90.0,90.0,148.6619259789095,ortho,Cmcm,1.0495666,-3.568075503,-1.530204882931035,0.059091279999999004,False,4.820661720953512,0.0,False,457.4321549214504,,
mp-1184022,CsSmO3,5,Cs1 Sm1 O3,4.654806,4.654806,4.654806,90.0,90.0,90.0,cubic,Pm-3m,2.003056,-6.280498904,-2.188259249931035,0.282983777124998,False,5.454037584460338,0.0,False,100.85670052802942,,
mp-1247749,CsSnBr3,20,Cs1 Sn1 Br3,8.1224956,8.22973192,11.71381062,90.0,90.0,90.0,ortho,Pnma,0.0,-3.537762077500002,-1.573933961431037,0.0,True,4.167798818969302,0.9682000000000001,True,783.0209314899195,,
mp-27214,CsSnBr3,5,Cs1 Sn1 Br3,5.83900561,5.83900561,5.83900561,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.526566938000002,-1.562738821931037,0.011195139500002001,False,4.098297206597591,0.5984,True,199.07497852024176,,
mp-1070375,CsSnCl3,5,Cs1 Sn1 Cl3,5.56478593,5.56478593,5.56478593,90.0,90.0,90.0,cubic,Pm-3m,0.0,-15.217287146,-1.556746141500002,0.022686821500000003,False,3.449496777011476,0.9786999999999991,True,172.32384914406742,,
mp-27394,CsSnCl3,20,Cs1 Sn1 Cl3,5.799722938618387,7.49022164,16.317398221530137,90.0,93.181649423866,90.0,mono,P2_1/c,0.0,-15.239973967500001,-1.5794329630000021,0.0,True,3.3595277653632403,2.9154,True,707.7549033566642,,
mp-1105915,CsSnF3,20,Cs1 Sn1 F3,6.669265,4.961346,15.329831085702706,72.22332109282566,90.0,90.0,mono,P2_1/c,0.002516199999999,-4.9109760295000005,-2.7824284539310353,0.0,True,4.243776148333527,3.7852,False,483.022706078646,,
mp-998298,CsSnF3,5,Cs1 Sn1 F3,4.772341,4.915838991865479,5.040520160466476,94.56653921477559,92.35238713463966,91.16891364186897,tri,P1,3.4800000000000006e-05,-4.884500399999999,-2.7559528244310343,0.026475629500002002,False,4.352363781325891,3.099,True,117.74292902370954,,
mp-998457,CsSnF3,10,Cs1 Sn1 F3,6.639187687234836,6.639187687234836,6.639186762063501,64.60244617141477,64.60244617141477,64.60245488262959,trig,R3c,0.0,-4.897409128999999,-2.768861553431033,0.013566900500003,False,4.499163425834962,3.8280000000000003,False,227.80237625838868,,
mp-27381,CsSnI3,20,Cs1 Sn1 I3,4.78277107,10.59766711,17.96459847,90.0,90.0,90.0,ortho,Pnma,0.0,-3.0762044355000002,-1.180136671431034,0.0032493385000010003,False,4.612588502664029,2.0632,False,910.5575123531858,"{'voigt': 10.102, 'reuss': 9.648, 'vrh': 9.875}","{'voigt': 5.151, 'reuss': 4.418, 'vrh': 4.784}"
mp-568570,CsSnI3,20,Cs1 Sn1 I3,8.67777634,8.72973079,12.62389428,90.0,90.0,90.0,ortho,Pnma,0.0,-3.068394612999998,-1.1723268489310321,0.011059161000003,False,4.391869647363942,0.617499999999999,True,956.3187092803578,,
mp-614013,CsSnI3,5,Cs1 Sn1 I3,6.286228,6.286228,6.286228,90.0,90.0,90.0,cubic,Pm-3m,0.0044224,-3.079453774,-1.183386009931035,0.0,True,4.226897498662958,0.449999999999999,True,248.41075007279017,"{'voigt': 15.373, 'reuss': 15.373, 'vrh': 15.373}","{'voigt': 8.736, 'reuss': 6.12, 'vrh': 7.428}"
mp-616378,CsSnI3,10,Cs1 Sn1 I3,6.36120441,8.66038717,8.66038717,90.0,90.0,90.0,tet,P4/mbm,0.0,-3.067609780000003,-1.171542015931038,0.011843993999997,False,4.401575249605301,0.5537000000000001,True,477.1049992694422,"{'voigt': 15.327, 'reuss': 15.128, 'vrh': 15.227}","{'voigt': 7.708, 'reuss': 6.248, 'vrh': 6.978}"
mp-984745,CsSnO3,5,Cs1 Sn1 O3,4.274027,4.274027,4.274027,90.0,90.0,90.0,cubic,Pm-3m,1.0001821,-5.480339814,-1.529903015931034,0.269505731999998,False,6.372339584282168,0.0,False,78.07496246650327,,
mp-561710,CsSnS3,10,Cs1 Sn1 S3,6.806630874789527,7.512150705827201,7.708016993582414,99.13702219020107,114.40602134056621,107.95253400328048,tri,P-1,0.0,-15.630819652,-0.8407425366875001,0.0,True,3.584270415288076,1.6557,False,322.2707978105111,,
mp-1542038,CsSnSe3,10,Cs1 Sn1 Se3,7.214481836818012,8.113777919424773,8.117159135397433,102.65006053592239,106.49861582553966,113.74030089405915,tri,P-1,0.0,,,,False,4.205213588085478,1.189599999999999,False,385.7905263288533,"{'voigt': 15.362, 'reuss': 9.886, 'vrh': 12.624}","{'voigt': 7.834, 'reuss': 4.462, 'vrh': 6.148}"
mp-613162,CsSnSe3,10,Cs1 Sn1 Se3,7.160679363823769,7.595218796080028,8.107192890780059,97.88821487649481,115.07997182267894,107.5658015306499,tri,P-1,2e-07,-19.365456942,-0.8094431374375001,0.003953938999998,False,4.4774346365092335,1.0499,False,362.33506353039013,,
mp-1213104,CsSrBr3,20,Cs1 Sr1 Br3,8.21232242,8.50669965,11.79237493,90.0,90.0,90.0,ortho,Pnma,0.0,-3.849744316000004,-2.349344952931039,0.0,True,3.7107583693295023,4.5563,False,823.8124854574991,,
mp-998297,CsSrBr3,5,Cs1 Sr1 Br3,5.968694842618793,5.973740096539098,5.969721983249828,89.98402262961305,89.94558956072584,89.94529417150775,mono,Cm,0.0,-3.828131660000005,-2.32773229693104,0.021612656000001,False,3.590472952255666,4.1683,False,212.8528132518763,,
mp-998433,CsSrBr3,10,Cs1 Sr1 Br3,4.554085012638031,7.888814628987986,11.54804055,90.0,90.0,106.7981903732896,ortho,Cmcm,0.0,-3.847444793000005,-2.34704542993104,0.0022995230000000004,False,3.848387714796636,4.5637,True,397.1752980366084,,
mp-1080233,CsSrCl3,5,Cs1 Sr1 Cl3,5.675257343218739,5.675257343218739,5.674353517979607,89.90271565695036,89.90271565695036,90.10731874842904,mono,Cm,0.0,-14.267760536,-2.5273240735,0.015167955999999,False,2.9700097149226803,5.0049,False,182.76182731550747,,
mp-1213084,CsSrCl3,20,Cs1 Sr1 Cl3,7.87290647,8.03044119,11.26828583,90.0,90.0,90.0,ortho,Pnma,0.0,-14.282928492,-2.542492029499999,0.0,True,3.047691474319027,5.3123000000000005,False,712.4138479474693,,
mp-1213642,CsSrCl3,5,Cs1 Sr1 Cl3,5.67282446,5.67282446,5.67282446,90.0,90.0,90.0,cubic,Pm-3m,0.0,-14.267950828,-2.527514365499999,0.014977663999999,False,2.973345157071009,4.970000000000001,False,182.55680856735304,,
mp-1213645,CsSrCl3,10,Cs1 Sr1 Cl3,7.86750071,7.86750071,5.75739201,90.0,90.0,90.0,tet,P4/mbm,0.0,-14.279975579,-2.5395391165000003,0.002952912999999,False,3.046309149561142,5.0045,False,356.3685601129984,,
mp-998561,CsSrCl3,10,Cs1 Sr1 Cl3,7.92629718227023,7.926296606485138,7.926297107783605,60.99453390201675,60.994531593941446,60.99453645695228,trig,R3c,0.0,-14.278666508,-2.538230045499999,0.004261983999999001,False,3.015472686108846,5.2868,False,360.0128133440407,,
mp-8397,CsSrF3,5,Cs1 Sr1 F3,4.76324701,4.76324701,4.76324701,90.0,90.0,90.0,cubic,Pm-3m,0.0,-13.565688438,-3.6425225885000003,0.019347563999998003,False,4.2641758767261795,6.1846,False,108.0710349506573,"{'voigt': 39.37, 'reuss': 39.37, 'vrh': 39.37}","{'voigt': 21.992, 'reuss': 18.223, 'vrh': 20.108}"
mp-1080232,CsSrI3,10,Cs1 Sr1 I3,8.487576925922998,8.487576925922998,12.32933082,90.0,90.0,146.58169807099605,ortho,Cmcm,0.0,-3.325436341999997,-1.8927973309310322,0.0,True,4.081941153877918,3.959,False,489.16953033220125,,
mp-998417,CsSrI3,5,Cs1 Sr1 I3,6.472272848499667,6.472272848499667,6.464808662825838,89.90800579007481,89.90800579007481,89.98905811247545,mono,Cm,0.0,-3.2937433240000002,-1.861104312931034,0.031693017999999004,False,3.686616465386644,3.6132,False,270.812173687388,,
mp-1183972,CsSrO3,5,Cs1 Sr1 O3,4.929642,4.929642,4.929642,90.0,90.0,90.0,cubic,Pm-3m,3.0,-4.870726622,-1.383718576931035,0.435525390000002,False,3.722078248707889,0.0,False,119.7970554328997,,
mp-1185552,CsTaO3,5,Cs1 Ta1 O3,4.144158,4.144158,4.144158,90.0,90.0,90.0,cubic,Pm-3m,0.0001853,-8.299755209999999,-2.7778472743977,0.253415689863635,False,8.442490841455836,1.862699999999999,True,71.1719581712204,,
mp-1225870,CsTaS3,10,Cs1 Ta1 S3,7.427573231338333,7.427573231338333,6.03641524,90.0,90.0,120.00001274932954,hex_,P6_3mc,0.0,-6.47222654599999,-1.4360794728976911,0.0,True,4.7218324785302705,0.515099999999999,True,288.4055194292077,,
mp-1225880,CsTaSe3,10,Cs1 Ta1 Se3,7.684374984262667,7.684374984262667,6.18527967,90.0,90.0,119.99999228805125,hex_,P6_3mc,0.0,-24.495795923,-1.170652331904168,0.006590421999998,False,5.782469482037877,0.121299999999999,True,316.305763736236,,
mp-685607,CsTaSe3,20,Cs1 Ta1 Se3,6.20693143,7.68985284,13.33275792,90.0,90.0,90.0,ortho,Pnma,0.0,-24.502386344999998,-1.177242753904167,0.0,True,5.748247783542349,0.0868,True,636.3777257598773,,
mp-1228798,CsTaTe3,10,Cs1 Ta1 Te3,6.362924060532597,8.259517839822713,8.25945797432232,120.00750442997486,89.9999707068844,89.99872314322687,hex_,P6_3mc,1.0900000000000002e-05,-5.283310628999999,-0.8441957603977001,0.0,True,6.155099003942681,0.0,False,375.8899971409067,,
mp-1185551,CsTbO3,5,Cs1 Tb1 O3,4.593958,4.593958,4.593958,90.0,90.0,90.0,cubic,Pm-3m,2.0151148,-6.324694138,-2.248598986264368,0.28275834387499904,False,5.82034162502607,0.0,False,96.95295739897536,,
mp-1183976,CsTeO3,5,Cs1 Te1 O3,4.259985,4.259985,4.259985,90.0,90.0,90.0,cubic,Pm-3m,0.000270599999999,-5.202820362,-1.425636756264368,0.302410398611113,False,6.626515179082276,0.0,False,77.30795936087551,,
mp-9462,CsTeSe3,20,Cs1 Te1 Se3,6.8672509999999996,7.711609,13.816372109951658,83.85481818933594,90.0,90.0,mono,P2_1/c,0.000330799999999,-3.6579640715,-0.7520101821706181,0.0,True,4.54132880117545,0.9842000000000001,False,727.4769215782544,,
mp-1183997,CsThO3,5,Cs1 Th1 O3,4.575334,4.575334,4.575334,90.0,90.0,90.0,cubic,Pm-3m,0.729339499999999,-7.59697365,-2.965679572931034,0.146533561999999,False,7.159281548667069,0.0,False,95.77858339239336,,
mp-22962,CsTiBr3,10,Cs1 Ti1 Br3,7.626527800001241,7.626528711155145,6.538423330000848,90.0000353073861,90.00001716455422,119.9999323339078,hex_,P6_3/mmc,4.0000001,-4.453842155999998,-1.712830007597701,0.0,True,4.240053185266904,0.0,False,329.3500476380869,"{'voigt': -20327607757.99, 'reuss': 27539550.975, 'vrh': -10150034103.507}","{'voigt': 623562522.377, 'reuss': 19.198, 'vrh': 311781270.787}"
mp-28283,CsTiCl3,10,Cs1 Ti1 Cl3,7.40115554,7.401156238297938,5.92382661,90.0,90.0,119.99999240939663,hex_,P6_3/mmc,3.9999268,-13.246859520000001,-1.9480038688333332,0.0,True,3.393342944862752,0.0,False,281.0166852432967,,
mp-567698,CsTiI3,10,Cs1 Ti1 I3,8.269419712361106,8.269491414499148,6.998565396292298,89.99713547162109,90.00471957247986,120.07915209788085,hex_,P6_3/mmc,4.0,-3.938046943999998,-1.2647951475977,0.009522494444446,False,4.502682960459563,0.0,False,414.139399649564,"{'voigt': -297820.473, 'reuss': 38672.109, 'vrh': -129574.182}","{'voigt': -22041.507, 'reuss': 9.071, 'vrh': -11016.218}"
mp-1183977,CsTiO3,5,Cs1 Ti1 O3,4.106981,4.106981,4.106981,90.0,90.0,90.0,cubic,Pm-3m,0.9994985,-7.088216598,-2.360595767597702,0.34927055500000503,False,5.48379645047965,0.0,False,69.27365160285488,,
mp-1080226,CsTlBr3,5,Cs1 Tl1 Br3,5.868631316387494,5.868631316387494,5.867295034796359,89.99558767462293,89.99558767462293,90.00080080872644,mono,Cm,0.0048509,-3.079430414,-1.443222245597703,0.012869425749999,False,4.7414797322960744,0.0,False,202.07453033307516,,
mp-1112177,CsTlBr3,10,Cs1 Tl1 Br3,8.270435930746888,8.270435930746888,8.270435930746888,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.0,-3.080058070000001,-1.443849901597704,0.012241769749997002,False,4.790548763118224,0.998499999999999,False,400.0094090948631,,
mp-1080231,CsTlCl3,5,Cs1 Tl1 Cl3,5.579830005640047,5.579950453242843,5.580080134618588,89.99304753947604,89.99737197313061,89.98461832520368,mono,Cm,0.000442599999999,-3.417001059999999,-1.6538388165977032,0.026746925999999,False,4.240290935156971,0.0,False,173.7367636100523,,
mp-1112176,CsTlCl3,10,Cs1 Tl1 Cl3,7.899508869971318,7.899508869971318,7.899508869971318,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.0,-3.443385904999999,-1.680223661597703,0.00036208099999900003,False,4.226998589288454,1.2584,False,348.56620284002724,,
mp-1395579,CsTlCl3,5,Cs1 Tl1 Cl3,5.579954267185798,5.579954267185798,5.579950211959243,89.98883281759421,89.98883281759421,89.99737163566418,tet,P4mm,0.0006552,-3.416918577999999,-1.653756334597703,0.026829407999999003,False,4.240292313779439,0.0,False,173.73670712399237,,
mp-1078203,CsTlF3,10,Cs1 Tl1 F3,6.759902997930602,6.759902997930602,6.759902997930602,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.0,-19.952638002,-2.422743450499999,0.0,True,5.994898166816377,2.1858,False,218.42703685232235,,
mp-2695837,CsTlF3,5,Cs1 Tl1 F3,4.78968855745591,4.78968855745591,4.789688248629536,90.0041487121,90.0041487121,90.00414620259183,cubic,Pm-3m,0.0,-19.889255598,-2.359361046499998,0.063382404000002,False,5.9584927518887625,0.0,False,109.88079513850573,,
mp-998234,CsTlF3,5,Cs1 Tl1 F3,4.782049794379184,4.782049794379184,4.782049490054343,90.08065735665942,90.08065735665942,90.08065485686507,trig,R3m,0.0037449999999990004,-19.887816058,-2.357921506499997,0.064821944000001,False,5.987110126962187,0.0,False,109.35558349863894,,
mp-998235,CsTlF3,5,Cs1 Tl1 F3,4.796435357453906,4.796435357453906,4.796722,90.0,90.0,90.15156831621155,ortho,Amm2,0.0037335,-19.888373966,-2.358479414499998,0.06426403600000001,False,5.933049719793685,0.0,False,110.35200315619933,,
mp-998240,CsTlF3,10,Cs1 Tl1 F3,3.907275,5.525721,9.570829,90.0,90.0,90.0,ortho,Amm2,0.0005672,-19.074929345,-1.545034793499999,0.8777086569999991,False,6.336883398180716,0.0,False,206.63909378308202,,
mp-1112542,CsTlI3,10,Cs1 Tl1 I3,8.931266349054987,8.931266349054987,8.931266349054987,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.0013966999999990002,-2.647737672,-1.079289855597703,0.060254679749999006,False,4.7334818856371115,0.0,False,503.7605164840436,,
mp-1185544,CsTlO3,5,Cs1 Tl1 O3,4.535003,4.535003,4.535003,90.0,90.0,90.0,cubic,Pm-3m,2.0013608,-4.37959604,-0.7567791895977031,0.35534039450000404,False,6.8596295552048385,0.0,False,93.26801547114742,,
mp-1206103,CsTmBr3,10,Cs1 Tm1 Br3,7.916547,7.916547,5.622052,90.0,90.0,90.0,tet,P4/mbm,0.0977131,-3.945766732,-1.887352690931036,0.12444951466666201,False,5.104492133590183,0.0,False,352.34364854809394,,
mp-579768,CsTmCl3,5,Cs1 Tm1 Cl3,5.312188,5.312188,5.312188,90.0,90.0,90.0,cubic,Pm-3m,1.25e-05,-17.84042751716668,-2.104913610666682,0.201543684777782,False,4.521685631042452,0.0,False,149.90644647326462,,
mp-1207081,CsTmH3,5,Cs1 Tm1 H3,4.451799,4.451799,4.451799,90.0,90.0,90.0,cubic,Pm-3m,0.0003232,-14.379797513252877,-0.262679504502875,0.318203782747124,False,5.737832422131382,0.0,False,88.22804230427565,,
mp-1213177,CsTmI3,20,Cs1 Tm1 I3,8.327171,8.702211,12.145298,90.0,90.0,90.0,ortho,Pnma,0.0269189,-3.406957912,-1.416304222931036,0.203747275666662,False,5.151221761568439,0.0,False,880.1065792769832,,
mp-2647024,CsUBr3,5,Cs1 U1 Br3,5.786103,5.786103,5.786103,90.0,90.0,90.0,cubic,Pm-3m,3.999895399999999,-4.909576282,-1.489380534931033,0.285750127000001,False,5.234562509114772,0.0,False,193.71287247911607,,
mp-865424,CsUO3,5,Cs1 U1 O3,4.415419,4.415419,4.415419,90.0,90.0,90.0,cubic,Pm-3m,0.9998264,-8.625488812,-3.218684382931034,0.021469604000010002,False,8.081229651506295,0.45710000000000006,False,86.082677427204,"{'voigt': 129.135, 'reuss': 129.135, 'vrh': 129.135}","{'voigt': 72.565, 'reuss': 68.698, 'vrh': 70.632}"
mp-23038,CsVBr3,10,Cs1 V1 Br3,7.6272331399999995,7.627232620342595,6.47467011,90.0,90.0,119.99999766812513,hex_,P6_3/mmc,6.0000001,-4.563302533000003,-1.584607573931038,0.0,True,4.312316786436811,0.6528,False,326.19875647830327,,
mp-22977,CsVCl3,10,Cs1 V1 Cl3,7.237887920000639,7.237894679636101,6.19426413,90.0,90.0,120.0000255290928,hex_,P6_3/mmc,6.0000008,-13.44505887,-1.915839475499999,0.0,True,3.42958092661,0.48349999999999904,False,281.0246095963259,,
mp-22991,CsVI3,10,Cs1 V1 I3,8.231118849523027,8.231118578901421,6.9510579,90.0,90.0,119.98621892223375,hex_,P6_3/mmc,6.000001,-4.053066899000001,-1.142132291931036,0.0,True,4.596528051662015,0.597299999999999,False,407.9054999130535,,
mp-504651,CsVO3,20,Cs1 V1 O3,5.45086244,5.79445238,12.27054304,90.0,90.0,90.0,ortho,Pbcm,0.0,-7.3827109065,-2.4174072654310352,0.0,True,3.973431260935961,3.1105,False,387.56219181813697,,
mp-1206517,Cu3PdN,5,Cu3 Pd1 N1,3.878729,3.878729,3.878729,90.0,90.0,90.0,cubic,Pm-3m,1.54e-05,-12.889448960107142,0.036469496142856,0.116097426999999,False,8.851798420613749,0.0,False,58.35368837448001,,
mp-1207194,Cu3RhN,5,Cu3 Rh1 N1,3.848767999999999,3.848767999999999,3.848767999999999,90.0,90.0,90.0,cubic,Pm-3m,0.041758199999999,-12.907270447250003,0.253803012999998,0.253803012999998,False,8.957770100102627,0.0,False,57.01185856899725,,
mp-1207091,Cu3RuN,5,Cu3 Ru1 N1,3.870965,3.870965,3.870965,90.0,90.0,90.0,cubic,Pm-3m,1.7192297,-12.90760230425,0.5111324889999991,0.5111324889999991,False,8.752007588846086,0.0,False,58.00397193792088,,
mp-1181705,Cu3SnAu,20,Cu3 Sn1 Au1,6.858327,6.858327,6.858327,90.0,90.0,90.0,cubic,P2_13,0.0027876,-3.8119433755000003,0.104271397499999,0.177989456499998,False,10.424973235545023,0.0,False,322.5927214648762,,
mp-1188802,CuAgF3,20,Cu1 Ag1 F3,5.645573,5.661939717215646,8.039587758688004,89.46093088157211,89.74177005518274,88.83931960643801,tri,P-1,1.4584229,-9.839079538499998,-1.524352184,0.017362094500001,False,5.905115804774511,0.0,False,256.91807602701135,,
mp-998414,CuAgF3,5,Cu1 Ag1 F3,4.008428,4.008428,4.008428,90.0,90.0,90.0,cubic,Pm-3m,0.7982092,-9.821512770999998,-1.5067854165,0.034928862000001004,False,5.888990141302523,0.0,False,64.40539697285884,"{'voigt': 86.522, 'reuss': 86.522, 'vrh': 86.522}","{'voigt': 21.469, 'reuss': 21.209, 'vrh': 21.339}"
mp-998422,CuAgF3,10,Cu1 Ag1 F3,5.513262492020246,5.513262492020246,5.513262793441195,60.93619720030405,60.93619720030405,60.93618287395639,trig,R-3c,1.9999983000000001,-9.856441633,-1.541714278500001,0.0,True,6.269244000794276,0.0,False,120.99792184569246,,
mp-1178368,CuAsO3,10,Cu1 As1 O3,3.214367,4.931474,8.974302999999999,90.0,90.0,90.0,ortho,Pmma,0.0021135,-5.997871351,-1.2752289075,0.078447758500002,False,4.353167165920575,0.0,False,142.25676785804905,,
mp-776320,CuAsO3,10,Cu1 As1 O3,5.787770910941275,5.787770910941275,5.787771350537096,51.32919718636627,51.32919718636627,51.329205581151676,trig,R-3,0.000105599999999,-5.981437807,-1.258795363499999,0.09488130250000201,False,5.676387281157805,0.0,False,109.0953559538195,"{'voigt': -4815394094049.069, 'reuss': -494.035, 'vrh': -2407697047271.552}","{'voigt': 12748855871357.418, 'reuss': -1166.242, 'vrh': 6374427935095.588}"
mp-1184042,CuBO3,5,Cu1 B1 O3,3.350959,3.350959,3.350959,90.0,90.0,90.0,cubic,Pm-3m,1.9710161,-5.821350108,-0.696853816833333,1.128113087291667,False,5.3996322964140955,0.0,False,37.627671376176025,,
mp-1184051,CuBiO3,5,Cu1 Bi1 O3,3.850057999999999,3.850057999999999,3.850057999999999,90.0,90.0,90.0,cubic,Pm-3m,0.001544,-5.659147852,-1.092523053,0.172066310062501,False,9.326284254314261,0.0,False,57.06920415385441,,
mp-1080068,CuCO3,10,Cu1 C1 O3,5.386227,2.865461,9.311091539794676,80.65199596591951,90.0,90.0,mono,P2_1,0.0484955,-6.943846078,-1.3094950425,0.12932037600000001,False,2.8937792372708593,0.0,False,141.79916399797747,,
mp-1178374,CuCO3,10,Cu1 C1 O3,4.357998999999999,4.87346738266555,6.510791549635958,72.86113302141476,72.74109277442636,67.9420661710214,tri,P-1,1.1740626,-6.9880521270000004,-1.3537010915,0.085114327,False,3.427017912911729,0.0,False,119.7354338574424,,
mp-27249,CuCO3,5,Cu1 C1 O3,4.64141824236515,4.64141824236515,3.0915367448937103,82.3263194954532,82.3263194954532,62.57684320277632,mono,Cm,0.9726378,-6.9327557760000005,-1.2984047405,0.140410678,False,3.513737235556878,0.0,False,58.39017677351736,,
mp-758727,CuCO3,45,Cu1 C1 O3,3.380512,13.834408444460681,13.841167357987223,60.19424392257465,88.81725119585411,88.79106882329891,tri,P1,3.2025246,-6.944552969999999,-1.310201934499998,0.128613484000001,False,3.288401615463208,0.0,False,561.5219370394954,,
mp-760536,CuCO3,15,Cu1 C1 O3,8.105772214722297,8.104706158006039,3.258269,90.0,90.0,119.91938359882893,hex_,P-6,1.0000012,-6.934245517333334,-1.299894481833334,0.13892093666666602,False,3.317636991847443,0.0,False,185.5245816441246,,
mp-760595,CuCO3,20,Cu1 C1 O3,6.804157,6.217696,8.255992177815214,53.16552500598536,90.0,90.0,mono,P2_1/c,3.9995296,-6.970161019,-1.335809983499999,0.103005435,False,2.935653187015727,0.0463,False,279.5531014730279,,
mp-1096939,CuGeI3,10,Cu1 Ge1 I3,7.9400960308908735,7.9400960308908735,7.9400960308908735,118.64044248532524,118.64044248532524,92.37140825691817,tet,I4/mcm,0.0007898,-2.695035615,-0.036181140999999,0.45818176866666604,False,4.756537728580233,0.08949999999999901,True,360.9060677265738,,
mp-1096949,CuGeI3,5,Cu1 Ge1 I3,6.325614739511488,6.325614739511488,4.3330967331563235,87.31819852689394,87.31819852689394,102.59197214087678,mono,Cm,0.000139,-2.898231252,-0.239376777999999,0.254986131666666,False,5.086793920521218,0.6691,False,168.73725911026125,,
mp-1181557,CuGeO3,10,Cu1 Ge1 O3,4.409282,11.702809,3.017142,90.0,90.0,90.0,ortho,Pmma,2.0006675,-6.000480524,-1.287257016,0.38385435900000203,False,3.9289610394505043,0.0,False,155.68749930553776,,
mp-1181636,CuGeO3,20,Cu1 Ge1 O3,5.025420323128504,8.253362,5.962912646997019,90.0,89.90039487191858,90.0,ortho,Pmna,4.0191709,-6.29691779,-1.583694281999999,0.08741709300000201,False,4.946527001095461,0.204099999999999,False,247.32104725819553,,
mp-1202570,CuGeO3,80,Cu1 Ge1 O3,8.69434,9.836501,11.94106,90.0,90.0,90.0,ortho,Pbam,7.9985024,-6.3117136,-1.598490092,0.07262128300000201,False,4.791829000217188,0.0,False,1021.2219494029703,,
mp-21344,CuGeO3,10,Cu1 Ge1 O3,2.980992,4.942222,8.745921,90.0,90.0,90.0,ortho,Pmma,2.0001574,-6.304190812,-1.590967304,0.08014407100000201,False,4.747258217478113,0.0,False,128.8512423547678,,
mp-554624,CuGeO3,80,Cu1 Ge1 O3,8.745921,9.884445,11.923969,90.0,90.0,90.0,ortho,Pnnm,7.9956742,-6.311836853124999,-1.598613345124999,0.072498029875003,False,4.747257339075154,0.4475,True,1030.8101295727995,,
mp-554874,CuGeO3,20,Cu1 Ge1 O3,6.855736,4.9268979999999996,6.3064193499769745,86.37590647641329,90.0,90.0,mono,P2_1/c,3.9993059,-6.2437126755,-1.530489167499999,0.140622207500002,False,5.754668539738315,0.0,False,212.5891751634234,,
mp-561216,CuGeO3,40,Cu1 Ge1 O3,7.738221037635071,7.738221037635071,8.71447,90.0,90.0,100.64867753964798,ortho,Cmce,0.0091074,-6.315592041499999,-1.602368533499999,0.06874284150000301,False,4.771033595662788,0.0,False,512.8365640996581,,
mp-1184044,CuHgO3,5,Cu1 Hg1 O3,3.83172,3.83172,3.83172,90.0,90.0,90.0,cubic,Pm-3m,0.689176599999999,-4.198000504,-0.347448159500001,0.332513582624999,False,9.213171513943983,0.0,False,56.257612521104434,,
mp-1105578,CuNCl3,20,Cu1 N1 Cl3,14.021445,4.253974,9.565677962389755,75.12722352362259,90.0,90.0,mono,P2_1/c,11.0647634,-7.118344170249998,0.568228502500002,0.970244019500004,False,2.215205715586089,0.2599,False,551.4477693987346,,
mp-1080799,CuNF3,5,Cu1 N1 F3,3.887755,3.887755,3.887755,90.0,90.0,90.0,cubic,Pm-3m,2.3233711,-3.882089021999999,-0.247704758499999,0.9402272565,False,3.802151226392999,0.0,False,58.76201311227689,,
mp-1017556,CuNi3N,5,Cu1 Ni3 N1,3.70207231,3.70208553,3.70222455,90.0,90.0,90.0,cubic,Pm-3m,1.0067557,-11.211894934,-0.027755303750001,0.0,True,8.300429841600447,0.0,False,50.7404251421085,,
mp-766856,CuPO3,40,Cu1 P1 O3,4.734167,10.856542,12.18082849427657,59.57009080370464,90.0,90.0,mono,P2_1/c,0.0004921,-6.77496752375,-1.903254881678571,0.10602788574999701,False,3.507226956343324,0.9459999999999991,False,539.814837280916,,
mp-772192,CuPO3,40,Cu1 P1 O3,5.571966,7.610752,14.085499220362832,61.95793166862554,90.0,90.0,mono,P2_1/c,9.550000000000003e-05,-6.792651254750001,-1.920938612678572,0.088344154749997,False,3.591163567301569,1.7481,False,527.1976932446773,,
mp-772255,CuPO3,30,Cu1 P1 O3,9.703327464973034,9.703327464973034,9.703328055100682,114.89621751532319,114.89621751532319,114.89621284730899,trig,R-3,0.0012668,-6.853014276666667,-1.9813016345952381,0.02798113283333,False,2.751226778649929,2.0492,False,516.1115298012884,,
mp-1105187,CuPS3,20,Cu1 P1 S3,5.31083413,5.31083413,14.90440863,90.0,90.0,90.0,tet,P4_2/mnm,0.0,-9.091445677500001,-0.300671765782739,0.0,True,3.013374958658294,1.1555,False,420.37823665904114,,
