mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-1183115,AcAlO3,5,Ac1 Al1 O3,3.8586338700000002,3.8586338700000002,3.8586338700000002,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.232146191999997,-3.690019421499996,0.0,True,8.728230081866649,4.1024,True,57.4514132376898,,
mp-1183052,AcBO3,5,Ac1 B1 O3,3.721668,3.721668,3.721668,90.0,90.0,90.0,cubic,Pm-3m,0.0001327,-7.604279514,-2.475389555333333,0.7924727446666661,False,9.206878605801688,0.8071,False,51.54812640786059,,
mp-866101,AcCrO3,5,Ac1 Cr1 O3,3.9442869,3.94430226,3.9442715,90.0,90.0,90.0,cubic,Pm-3m,2.9999997,-8.862593228,-3.1389721295,0.0,True,8.848788046728616,2.0031,False,61.36284504026082,,
mp-864606,AcCuO3,5,Ac1 Cu1 O3,3.91333125,3.91333125,3.91333125,90.0,90.0,90.0,cubic,Pm-3m,1.6e-06,-7.035745362,-2.4228924235,0.0,True,9.380470938074593,0.0,False,59.92938665681022,"{'voigt': 163.571, 'reuss': 163.571, 'vrh': 163.571}","{'voigt': 81.813, 'reuss': 81.632, 'vrh': 81.723}"
mp-861502,AcFeO3,5,Ac1 Fe1 O3,3.95356962,3.953567500001287,3.953584510001286,90.00009245985731,90.0,90.0,cubic,Pm-3m,4.2542759,-8.258555312000002,-2.771539465500001,0.0,True,8.889999465919495,0.9887999999999991,False,61.79731063258672,,
mp-1183053,AcGaO3,5,Ac1 Ga1 O3,3.9462620900000003,3.9462620900000003,3.9462620900000003,90.0,90.0,90.0,cubic,Pm-3m,0.0,-7.461883426,-3.063252617,0.0,True,9.31449500321555,2.895900000000001,False,61.455078293307366,,
mp-1183142,AcMgO3,5,Ac1 Mg1 O3,4.016262,4.016262,4.016262,90.0,90.0,90.0,cubic,Pm-3m,1.0000029,-7.120950934,-3.0018453265,0.082312486499999,False,7.671748358584634,0.0,False,64.78375373225691,,
mp-864911,AcMnO3,5,Ac1 Mn1 O3,3.963021679999999,3.963021679999999,3.963021679999999,90.0,90.0,90.0,cubic,Pm-3m,3.9999934,-8.599044686,-2.973630023086206,0.0,True,8.802373253340264,0.0,False,62.241398829787876,,
mp-1183139,AcNiO3,5,Ac1 Ni1 O3,3.87883955,3.87883649,3.87881202,90.0,90.0,90.0,cubic,Pm-3m,2.6e-06,-7.404515515999998,-2.455476575499998,0.0,True,9.494942767086057,0.0,False,58.35821779959113,,
mp-1183145,AcPdO3,5,Ac1 Pd1 O3,4.05520794,4.05520691,4.05520589,90.0,90.0,90.0,cubic,Pm-3m,1.8900000000000002e-05,-7.065943371999998,-2.236955405499998,0.008102040999999,False,9.497547055496376,0.0,False,66.68667373916479,,
mp-1183152,AcScO3,5,Ac1 Sc1 O3,4.125046,4.125046,4.125046,90.0,90.0,90.0,cubic,Pm-3m,7.43e-05,-8.888565856,-3.8290604304999993,0.024140034874998002,False,7.569207408829243,3.3847,True,70.19180130743561,,
mp-1183150,AcSiO3,5,Ac1 Si1 O3,3.9701750000000002,3.9701750000000002,3.9701750000000002,90.0,90.0,90.0,cubic,Pm-3m,0.000274,-7.746321593999999,-2.8682463835,0.47336186624999604,False,8.042345508493089,0.0,False,62.5790478372491,,
mp-865927,AcTiO3,5,Ac1 Ti1 O3,3.99582001,3.99582001,3.99582001,90.0,90.0,90.0,cubic,Pm-3m,0.160968299999999,-8.979745746000003,-3.60763573816667,0.0,True,8.403352518165326,0.0,False,63.7995700747627,"{'voigt': 179.412, 'reuss': 179.412, 'vrh': 179.412}","{'voigt': 80.17, 'reuss': 73.87, 'vrh': 77.02}"
mp-1183168,AcVO3,5,Ac1 V1 O3,3.96789433,3.96789746,3.96789433,90.0,90.0,90.0,cubic,Pm-3m,2.0000001,-8.750861914000003,-3.141069095500003,0.0,True,8.6637462299545,0.0,False,62.471313314162764,,
mp-1105645,Ag3SBr,20,Ag3 S1 Br1,6.992429542632875,6.992429542632875,9.917093,90.0,90.0,91.05071279836852,ortho,Cmcm,0.003312899999999,-3.1663475685,-0.305523740999998,0.09831240649999601,False,5.967646430204268,0.2964,False,484.80551764514917,,
mp-1229116,Ag3SBr,5,Ag3 S1 Br1,4.921708553163221,4.980664014931041,4.825298,90.0,90.0,93.27696025222018,mono,Pm,4.85e-05,-3.200961334,-0.340137506499998,0.063698640999996,False,6.124830461748297,0.39870000000000005,False,118.09093879361743,,
mp-36600,Ag3SBr,10,Ag3 S1 Br1,6.978889373061016,6.905923242362892,6.864160667407487,60.90296583539465,59.84408841834318,59.25294574626218,ortho,Fmm2,0.0005966,-3.196363588999999,-0.33553976149999803,0.068296385999996,False,6.1865134204165955,0.39769999999999905,False,233.82701370779412,,
mp-1173025,Ag3SI,10,Ag3 S1 I1,7.115597778248711,7.032828703346399,6.99099549283312,60.97987424594448,59.80033117369699,59.21979458035854,ortho,Fmm2,0.000498,-3.078653433,-0.24041638949999802,0.08667530199999601,False,6.4817422363222,0.33980000000000005,False,247.258550725043,,
mp-22995,Ag3SI,5,Ag3 S1 I1,4.957723769604353,4.957723769604353,4.957723388049196,89.90935870178335,89.90935870178335,89.909356802881,trig,R3,4.1400000000000003e-05,-3.098510538,-0.26027349449999804,0.066818196999996,False,6.576090262229425,0.5478000000000001,False,121.85555000145258,,
mp-558189,Ag3SI,5,Ag3 S1 I1,5.009586,5.009586,5.009586,90.0,90.0,90.0,cubic,Pm-3m,3.08e-05,-3.04893323,-0.21069618649999802,0.11639550499999601,False,6.373934116559119,0.6242999999999991,False,125.72032925181091,"{'voigt': 44.61, 'reuss': 44.61, 'vrh': 44.61}","{'voigt': 8.967, 'reuss': 4.108, 'vrh': 6.537}"
mp-632480,Ag3SI,5,Ag3 S1 I1,4.892054,4.925177546739711,5.12078399032072,89.94357745285878,89.40346587893922,88.7191897792322,tri,P1,9.510000000000002e-05,-3.091646502,-0.253409458499998,0.073682232999996,False,6.49674279385352,0.167599999999999,False,123.3438233881282,,
mp-673825,Ag3SI,10,Ag3 S1 I1,10.15182147930119,7.093534040308399,7.010985411816373,58.882603018450176,43.45932273187363,44.644304855616234,tri,P1,0.0009483,-3.080563733,-0.24232668949999803,0.08476500199999601,False,6.567474042525696,0.256999999999999,False,244.03083760190674,,
mp-674981,Ag3SI,5,Ag3 S1 I1,4.876098,5.020287,5.059902650794776,87.61947899250855,90.0,90.0,mono,Pm,0.0002521,-3.08810371,-0.24986666649999803,0.077225024999996,False,6.475076465078784,0.262399999999999,False,123.75654559214739,,
mp-675879,Ag3SI,10,Ag3 S1 I1,7.169073,4.912614,7.022944575786498,89.33742769783132,90.0,90.0,mono,P2_1,0.0007676,-3.089818992,-0.25158194849999804,0.07550974299999601,False,6.4800331785069645,0.32160000000000005,True,247.32376322424778,,
mp-676121,Ag3SI,10,Ag3 S1 I1,4.31969,4.73214816413117,13.278673675947799,89.65796525645119,87.07948282151331,89.8872402299027,tri,P1,0.0005631,-3.091394415,-0.253157371499998,0.073934319999996,False,5.912215314641317,0.373899999999999,False,271.07710159969986,,
mp-676561,Ag3SI,5,Ag3 S1 I1,4.999040194127769,4.999040194127769,4.999040596322159,91.00785625233495,91.00785625233495,91.0078602895511,trig,R32,0.00017419999999900002,-3.08771653,-0.24947948649999802,0.077612204999996,False,6.417371315030583,0.333,False,124.86936728848829,,
mp-1178563,AgAsO3,10,Ag1 As1 O3,6.38907548326394,6.389075483244043,6.389075851082788,45.13452662239042,45.13452671666311,45.134514346323485,trig,R-3,0.0,-5.741099904,-1.269711258833334,0.0,True,6.425733028349928,0.2921,True,119.28055162319482,,
mp-558950,AgAsO3,120,Ag1 As1 O3,6.755519,12.790828,20.006086,90.0,90.0,90.0,ortho,Pca2_1,7.650000000000003e-05,-5.71533458975,-1.243945944583333,0.025765314249997003,False,5.320519664379105,0.5930000000000001,True,1728.699514830734,,
mp-775767,AgAsO3,20,Ag1 As1 O3,7.778960825645029,7.778960825645029,5.158002726894685,81.14945766648648,81.14945766648648,88.23298173096858,mono,C2/c,0.0002303,-5.7038320395,-1.232443394333333,0.037267864499997,False,5.030528133497361,0.7378,False,304.7254522248717,,
mp-752678,AgAuO3,20,Ag1 Au1 O3,6.423519612541165,6.423519612541165,7.539733,90.0,90.0,108.91903068024908,ortho,Cmcm,1.1e-06,-4.189676009499999,0.002464529166667,0.41873277333333103,False,7.963340122990181,0.0,False,294.29506712515894,,
mp-776165,AgAuO3,20,Ag1 Au1 O3,7.285926449969694,7.285926449969694,7.285926449969694,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fd-3m,3.77e-05,-4.548984380999999,-0.35684384233333205,0.059424401833331,False,8.569172736555055,0.24230000000000002,False,273.488677155319,"{'voigt': 123.896, 'reuss': 123.896, 'vrh': 123.896}","{'voigt': 57.25, 'reuss': 56.569, 'vrh': 56.909}"
mp-780275,AgBO3,10,Ag1 B1 O3,6.001194420657441,6.001194420657441,6.0011951381864765,48.159219137095036,48.159219137095036,48.15922373822298,trig,R-3c,0.0013824,-6.374372163999999,-1.501129671166666,0.08524003049999801,False,5.035218550839825,0.0,False,109.9353807286683,,
mp-985292,AgBO3,5,Ag1 B1 O3,3.483287,3.483287,3.483287,90.0,90.0,90.0,cubic,Pm-3m,1.9870728,-5.419856482,-0.546613989166666,1.039755712499998,False,6.548744367105115,0.0,False,42.26372548752631,,
mp-23548,AgBiO3,10,Ag1 Bi1 O3,6.303216286437266,6.303216286437266,6.303216493885404,54.5605353058634,54.5605353058634,54.560531899792835,trig,R-3,0.000377599999999,-5.318382012,-1.003011011333333,0.049876171000001,False,7.836022365054108,0.0,False,154.63007543874295,,
mp-775774,AgBiO3,10,Ag1 Bi1 O3,6.688041740330203,6.688041740330203,3.49088122,90.0,90.0,107.07263822072711,ortho,Cmmm,0.7032733,-5.340340333,-1.024969332333334,0.027917850000001004,False,8.1176254841836,0.0,False,149.26590686018258,,
mp-1178562,AgBrO3,5,Ag1 Br1 O3,4.303791650102409,4.303791650102409,4.303792863739109,81.38578014393981,81.38578014393981,81.3857794024712,trig,R3m,0.0,-4.149789241999999,-0.28503579633333204,0.0016533185833330002,False,5.067049942399514,2.383,False,77.26506831359747,,
mp-753176,AgCO3,10,Ag1 C1 O3,6.031251394317758,6.0312518060508395,6.031252522130848,48.62751633041123,48.6275128853953,48.627501787858925,trig,R-3c,4.78e-05,-6.617188798999999,-1.2340915618333321,0.004634586000003001,False,4.91885954703674,0.0,False,113.34598203986192,,
mp-1178561,AgClO3,5,Ag1 Cl1 O3,4.324921442343317,4.324921442343317,4.324920984832439,78.85146232268784,78.85146232268784,78.85145527049525,trig,R3m,0.0010287,-4.259784518,-0.35271304733333303,0.092817574499997,False,4.134260284941861,2.7117,False,76.84405818753127,,
mp-27941,AgClO3,20,Ag1 Cl1 O3,7.367087862203898,7.367087862203898,7.367087862203898,107.88482220099063,107.88482220099063,112.69285190847407,tet,I4/m,6.3e-05,-4.314317366,-0.40724589533333305,0.038284726499997,False,4.138469148530601,2.3983,False,307.06362811598757,,
mp-775761,AgClO3,20,Ag1 Cl1 O3,6.6271587,6.6271587,6.6271587,90.0,90.0,90.0,cubic,P2_13,0.0,-4.321017940000001,-0.413946469333333,0.031584152499997,False,4.366022674178715,3.1001,False,291.05972332883755,"{'voigt': 33.661, 'reuss': 33.661, 'vrh': 33.661}","{'voigt': 7.806, 'reuss': 7.673, 'vrh': 7.739}"
mp-776199,AgClO3,20,Ag1 Cl1 O3,5.41686,6.967275,8.843055668625693,67.81934874283117,90.0,90.0,mono,P2_1/c,0.0010193,-4.3039971470000005,-0.39692567633333203,0.048604945499998005,False,4.111923887247284,3.113099999999999,True,309.0459323760985,,
mp-759939,AgGeO3,10,Ag1 Ge1 O3,2.993014,5.324973,7.139362,90.0,90.0,90.0,ortho,Pmma,0.001751,-5.771882732,-1.309913022333333,0.16110908199999402,False,6.66947885108977,0.0,False,113.78514352920584,,
mp-779664,AgGeO3,10,Ag1 Ge1 O3,5.15847512782043,9.308652172260816,3.170383214193199,89.95567024435769,90.38535390214858,90.40350691996404,ortho,Pmc2_1,0.0005933,-5.797829883,-1.335860173333333,0.13516193099999302,False,4.985150397663503,0.0,False,152.22963156576708,,
mp-779706,AgGeO3,20,Ag1 Ge1 O3,10.407861612121385,8.850075154274906,3.1728930403382654,89.98576194181271,89.99137248346035,90.09551477574946,ortho,P2_12_12,0.0001014,-5.7934255285,-1.331455818833333,0.139566285499993,False,5.193309183747746,0.0,False,292.25589368380406,,
mp-891854,AgGeO3,10,Ag1 Ge1 O3,3.170383,5.158475,9.308652,90.0,90.0,90.0,ortho,Pmma,0.000549,-5.797279927,-1.335310217333333,0.135711886999994,False,4.984913262721486,0.0,False,152.23687320929267,,
mp-891880,AgGeO3,80,Ag1 Ge1 O3,10.323074,9.273411,12.646994,90.0,90.0,90.0,ortho,Pbam,0.0015504,-5.799611460375,-1.337641750708333,0.133380353624994,False,5.014545624641301,0.0,False,1210.6981013108827,,
mp-1202188,AgIO3,40,Ag1 I1 O3,5.7148103500000005,5.98186524,17.24873905,90.0,90.0,90.0,ortho,Pbca,2e-07,-4.544292077,-0.7021254153333331,0.010943250000000002,False,6.370565024964008,1.806899999999999,False,589.6520320460871,,
mp-27384,AgIO3,40,Ag1 I1 O3,5.66928603,7.23941537,15.25444032,90.0,90.0,90.0,ortho,Pca2_1,0.0,-4.555235327,-0.713068665333332,0.0,True,5.999922075919814,2.4375,False,626.0775664617084,,
mp-849271,AgIO3,20,Ag1 I1 O3,5.915064,6.645817,8.445084,90.0,90.0,90.0,ortho,Pnma,0.002412499999999,-4.5277654535,-0.685598791833332,0.027469873500000002,False,5.657596324183561,1.9765000000000001,False,331.9799078095097,,
mp-552185,AgNO3,10,Ag1 N1 O3,6.201768483235515,6.201684964596964,6.201686927787416,49.089530444954136,49.086916542685145,49.088562551141926,trig,R3c,0.0,-5.885683233000001,-0.6806635453333341,0.0,True,4.509524594558627,1.853899999999999,False,125.10450403344892,,
mp-638686,AgNO3,40,Ag1 N1 O3,6.90205076,7.20285772,10.01382351,90.0,90.0,90.0,ortho,Pbca,6e-07,-5.8833038505,-0.678284162833332,0.0023793825000000004,False,4.532948436087429,2.008899999999999,True,497.832124749116,,
mp-669466,AgNO3,40,Ag1 N1 O3,7.077779,7.419143,10.226522,90.0,90.0,90.0,ortho,P2_12_12_1,0.00041559999999900006,-5.880653645000001,-0.6756339573333331,0.005029588000000001,False,4.20228013166999,2.0027,True,537.0054543267189,,
mp-8196,AgNO3,5,Ag1 N1 O3,4.1518363908638065,4.151836044266199,4.1518363908638065,77.22416011831335,77.22415774252582,77.22416011831335,trig,R3m,0.0,-5.8545118899999995,-0.649492202333333,0.031171343000001003,False,4.21374420425511,1.7204000000000002,False,66.94305711049056,,
mp-18702,AgPO3,40,Ag1 P1 O3,5.97752081,7.317044274932469,13.599252757519332,61.66666124082635,90.0,90.0,mono,P2_1/c,0.0,-6.578507001500007,-1.958048157761911,0.0,True,4.7408418269331225,2.0232,False,523.544804128728,,
mp-775762,AgPO3,20,Ag1 P1 O3,4.050258,5.872686,11.964708820865221,68.46602395692194,90.0,90.0,mono,P2_1/c,0.0010486,-6.533062172999999,-1.912603329261903,0.045444828500007,False,4.6879325281271225,2.287,False,264.7268375552521,,
mp-5470,AgPS3,10,Ag1 P1 S3,6.780253845767679,6.780254284116962,6.61949431379608,96.228203408209,115.89073908713169,117.89031894266164,mono,C2/m,0.0,-11.124514234,-0.23192409328273603,0.004740131833317,False,3.508777848132174,1.3228,False,222.4638175390565,,
mp-1178556,AgPbO3,10,Ag1 Pb1 O3,6.063536038908731,6.063536038908731,6.063536145956417,56.91439183215371,56.91439183215371,56.9144008783456,trig,R-3,2.0014088,-5.125327082,-0.845433529333332,0.11138339600000101,False,8.23510787178762,0.0,False,146.41846842959492,,
mp-1200271,AgPd3Se,40,Ag1 Pd3 Se1,8.775577,8.775577,8.775577,90.0,90.0,90.0,cubic,Pa-3,0.205138799999999,-21.103716524777774,-0.19395688359027402,0.000731596666668,False,9.94805670551939,0.0,False,675.813781221423,,
mp-776166,AgPdO3,20,Ag1 Pd1 O3,6.47763478087743,6.47763478087743,6.838195,90.0,90.0,111.15267357905958,ortho,Cmcm,0.0002408,-4.747613204,-0.174272703333333,0.43927204400000003,False,6.5103557570517445,0.0,False,267.596321977409,,
mp-776168,AgRuO3,20,Ag1 Ru1 O3,7.214616145300594,7.214616145300594,7.214616145300594,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fd-3m,0.4287024,-6.386093229,-0.9938485823333331,0.057777263,False,6.427025653696133,0.0,False,265.5367834644938,,
mp-540872,AgSbO3,20,Ag1 Sb1 O3,7.270079791023507,7.270079791023507,7.270079791023507,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fd-3m,0.0,-5.807639057,-1.444474670333332,0.0,True,6.786835394315514,0.094599999999999,False,271.7080679491053,,
mp-545999,AgSbO3,10,Ag1 Sb1 O3,6.365893470917373,6.365892970772247,6.36589376317344,49.61821340733026,49.61826084040788,49.61834320611407,trig,R-3,0.0,-5.790875897000001,-1.427711510333333,0.016763159999999,False,6.698918634552929,0.133299999999999,True,137.6369853909369,"{'voigt': 135.711, 'reuss': -1947748.992, 'vrh': -973806.641}","{'voigt': 484783916890.146, 'reuss': 145219328.746, 'vrh': 242464568109.446}"
mp-677054,AgSbO3,60,Ag1 Sb1 O3,8.102397,8.348074399865935,13.442677477501794,90.76401144625453,90.3415984249394,109.32234310152464,tri,P1,0.002211,-5.731120557666667,-1.367956170999999,0.076518499333332,False,6.448360239734785,0.0,False,857.9101650285205,,
mp-860791,AgSbO3,30,Ag1 Sb1 O3,8.16570663667542,8.16570663667542,9.517102340571997,55.482852188178846,55.482852188178846,71.23888223128732,mono,C2,4.9900000000000014e-05,-5.747215704666668,-1.384051318,0.06042335233333201,False,6.420372777966916,0.28749999999999903,False,430.8249683273084,,
mp-569052,AgSe3I,20,Ag1 Se3 I1,5.101597,8.251258,15.05009,90.0,90.0,90.0,ortho,Pmna,1.2e-06,-3.141949276999999,-0.17101233173958202,0.01609162759375,False,4.944996330259913,1.396399999999999,False,633.5274140517166,,
mp-755834,AgSnO3,10,Ag1 Sn1 O3,6.60529984780199,6.60529984780199,3.286703,90.0,90.0,110.18132217834447,ortho,Cmmm,0.0169321,-5.689126443,-1.349847933333332,0.09166997600000101,False,6.775067906671611,0.0,False,134.59491336386625,,
mp-570431,AgTe3I,20,Ag1 Te3 I1,5.147745,8.806155,16.469045,90.0,90.0,90.0,ortho,Pmna,0.0001905,-2.9275422630000003,-0.16816866833333202,0.175717689346154,False,5.494464735067228,1.0025,False,746.5721189941695,,
mp-558637,AgTeO3,40,Ag1 Te1 O3,11.826693,6.024564,9.221228837776666,61.033231265587105,90.0,90.0,mono,P2_1/c,0.0030223,-5.29197623475,-1.125950917416666,0.020474349750000002,False,6.550947813132411,1.6662,False,574.8261713517004,,
mp-559257,AgTeO3,40,Ag1 Te1 O3,6.92440761,6.518629494280824,13.29551784875234,88.99666929244725,90.0,90.0,mono,P2_1/c,0.0,-5.3124505845,-1.146425267166666,0.0,True,6.2757131490630265,1.5732,False,600.0363880095312,,
mp-561489,AgTeO3,20,Ag1 Te1 O3,5.461745683913237,6.918137290444788,7.399801560000014,90.00000080648765,89.99999287171588,101.30216516056727,mono,P2_1/m,7e-07,-5.292326426000001,-1.126301108666666,0.020124158499999,False,6.867123404093996,1.1676,False,274.18003351321124,,
mp-1228446,Al3BC,10,Al3 B1 C1,3.4811764442618798,3.4811764442618798,11.46837206,90.0,90.0,119.99999171883327,hex_,P6_3/mmc,0.0,-5.52696833,-0.09801137933333301,0.0,True,2.8631953255002713,0.453,False,120.36064717516008,,
mp-1183169,AlAgO3,5,Al1 Ag1 O3,3.751028,3.751028,3.751028,90.0,90.0,90.0,cubic,Pm-3m,1.999909199999999,-5.90149902,-1.615019715333333,0.28559733533333204,False,5.752918850209689,0.0,False,52.77775563990637,,
mp-1253488,AlAgO3,20,Al1 Ag1 O3,4.313100198084088,5.740123170650173,10.013828009245715,90.00515800796987,89.99911499570672,89.96925873596882,ortho,Pnma,0.00042879999999900005,-6.0475763135,-1.761097008833333,0.139520041833332,False,4.898784496633195,0.062200000000000005,False,247.91957719409973,,
mp-1343327,AlAgO3,30,Al1 Ag1 O3,6.049468028248847,6.049468028248847,10.846983999999999,90.0,90.0,120.000000308941,hex_,P6_3cm,4.8100000000000024e-05,-5.907362490666667,-1.620883186,0.279733864666665,False,5.299274482147776,0.048099999999999005,False,343.77477103566014,,
mp-1343733,AlAgO3,20,Al1 Ag1 O3,4.727991,5.293314,9.496944,90.0,90.0,90.0,ortho,Pnma,4.8100000000000024e-05,-6.0240798,-1.7376004953333322,0.163016555333332,False,5.109883300879145,0.032,False,237.67755732530313,,
mp-1404877,AlAgO3,10,Al1 Ag1 O3,3.4082844093597884,3.4082844093597884,11.579135,90.0,90.0,120.0000079462339,hex_,P6_3/mmc,0.0614073,-5.667360678,-1.3808813733333332,0.519735677333333,False,5.213036809008493,0.0,False,116.48724396800377,,
mp-1418444,AlAgO3,5,Al1 Ag1 O3,4.003727,4.003727,4.003727,90.0,90.0,90.0,cubic,Pm-3m,0.0002758,-4.537316028,-0.250836723333333,1.649780327333332,False,4.730922084847537,0.0,False,64.17906273811799,,
mp-1183159,AlAuO3,5,Al1 Au1 O3,3.76133,3.76133,3.76133,90.0,90.0,90.0,cubic,Pm-3m,2.0114009,-5.773129062000001,-1.400460893,0.541741308499998,False,8.486096191787198,0.0,False,53.21380497954464,,
mp-8110,AlBO3,10,Al1 B1 O3,5.314435904671068,5.314435904671068,5.314435922361375,50.160911635276264,50.160911635276264,50.16091428759778,trig,R-3c,0.00021769999999900002,-8.17212798,-3.118357856833333,0.030454673153846003,False,3.497216426150522,5.8392,False,81.46986382228383,,
mp-1344602,AlBiO3,20,Al1 Bi1 O3,5.384863,5.395965,9.424568,90.0,90.0,90.0,ortho,Pnma,7.92e-05,-6.8149549075,-2.3190562765,0.23478957274998402,False,6.8874939972276366,0.9480000000000001,True,273.8452642962739,,
mp-1376082,AlBiO3,30,Al1 Bi1 O3,6.323772693044873,6.323772693044873,11.833578,90.0,90.0,120.00000725065259,hex_,P6_3cm,8.080000000000004e-05,-6.532072210333334,-2.036173579333335,0.51767226991665,False,6.903328622755919,0.7618,False,409.82569070936927,,
mp-1392353,AlBiO3,10,Al1 Bi1 O3,3.6427624919538744,3.6427624919538744,12.876102,90.0,90.0,120.00000893481406,hex_,P6_3/mmc,4.06e-05,-6.184146843,-1.688248212,0.8655976372499841,False,6.373232458531103,0.641099999999999,False,147.97103559945393,,
mp-1413511,AlBiO3,5,Al1 Bi1 O3,4.274584,4.274584,4.274584,90.0,90.0,90.0,cubic,Pm-3m,0.384138,-5.384721585999999,-0.8888229550000001,1.665022894249984,False,6.037051899615939,0.0,False,78.10549111437122,,
mp-23080,AlBiO3,5,Al1 Bi1 O3,3.787194,3.787194,3.787194,90.0,90.0,90.0,cubic,Pm-3m,3.66e-05,-6.928135245999999,-2.432236615,0.12160923424998502,False,8.680681447425108,1.585999999999999,False,54.31911150734789,,
mp-551918,AlBiO3,10,Al1 Bi1 O3,5.459999439663891,5.459999439663891,5.459999208192708,59.457103615246865,59.457103615246865,59.45710055770848,trig,R3c,0.001086599999999,-6.9964094160000005,-2.5005107850000012,0.053335064249983,False,8.296037245622959,2.977899999999999,False,113.6752137295987,,
mp-775763,AlBiO3,20,Al1 Bi1 O3,5.094505,7.207137,8.683036793422046,63.00781439200716,90.0,90.0,mono,P2_1/c,0.0001435,-6.971450301500001,-2.475551670500001,0.07829417874998301,False,6.6392496188118635,3.0001,False,284.0844556688522,,
mp-1202918,AlBr3N,80,Al1 Br3 N1,12.08136,12.809219,19.269713,90.0,90.0,90.0,ortho,Pbca,0.0,-3.314313994625,0.084624641374999,1.299064870874999,False,2.500910437271448,0.344199999999999,True,2982.0417732849783,,
mp-10037,AlCo3C,5,Al1 Co3 C1,3.722911,3.722911,3.722911,90.0,90.0,90.0,cubic,Pm-3m,0.0001511,-7.083075222,-0.20817692549999903,0.031393900499999,False,6.9444222571555,0.0,False,51.59979334082594,"{'voigt': 232.832, 'reuss': 232.832, 'vrh': 232.832}","{'voigt': 119.734, 'reuss': 109.74, 'vrh': 114.737}"
mp-1178576,AlCoO3,10,Al1 Co1 O3,5.175649031843832,5.175649031843832,5.175648975480176,55.59903088102598,55.59903088102598,55.59903478037184,trig,R-3,1.54e-05,-7.454490492,-2.309915378999999,0.031363284499999006,False,5.052577293436306,2.5603,False,88.02147690236615,,
mp-1248478,AlCoO3,30,Al1 Co1 O3,5.290845536872249,5.545188294416791,11.855107909472693,89.68621860095634,90.13927045010156,120.12354714020687,tri,P1,15.3954286,-7.235144542333334,-2.090569429333334,0.250709234166665,False,4.43500291432238,0.0,False,300.83541597823785,,
mp-1348445,AlCoO3,30,Al1 Co1 O3,5.414479802301325,5.414479802301325,11.557587999999999,90.0,90.0,119.99999758432213,hex_,P6_3cm,12.0000916,-7.247019016666667,-2.102443903666667,0.23883475983333202,False,4.546859608260251,0.0,False,293.4346035604501,,
mp-1378752,AlCoO3,20,Al1 Co1 O3,4.769809,4.920832,7.300502,90.0,90.0,90.0,ortho,Pnma,0.0001751,-7.303829901499998,-2.159254788499999,0.182023874999999,False,5.190860547629025,0.0,False,171.3532126131805,,
mp-1386773,AlCoO3,10,Al1 Co1 O3,3.1517642678328595,3.1517642678328595,11.266135,90.0,90.0,120.00000562214608,hex_,P6_3/mmc,3.6299455,-7.229388903999999,-2.084813790999999,0.256464872499999,False,4.588688787346288,0.0,False,96.91991245037583,,
mp-1404938,AlCoO3,10,Al1 Co1 O3,4.859754,4.8772698169542545,5.186674642311103,116.1873906302567,89.94434657994104,118.68777878275336,tri,P-1,0.00017879999999900002,-2.411246398,2.733328715,5.074607378499999,False,4.769837473558319,0.025500000000000002,False,93.23909210681114,,
mp-1435808,AlCoO3,5,Al1 Co1 O3,3.694482,3.694482,3.694482,90.0,90.0,90.0,cubic,Pm-3m,0.0315227,-6.187918972,-1.043343859,1.297934804499998,False,4.409719414937844,0.0,False,50.426713548382544,,
mp-754022,AlCoO3,10,Al1 Co1 O3,4.846808021306187,5.3661486677417916,4.936906816476892,87.08454333075649,59.720393746084454,115.95645442578115,tri,P1,3.9998018,-7.369777194999999,-2.225202081999999,0.11607658149999901,False,4.761424852352278,0.8939,False,93.40382959355364,,
mp-756947,AlCoO3,20,Al1 Co1 O3,6.367889676634245,6.367889676634245,5.0302335988081115,82.35712921433348,82.35712921433348,84.50423859293147,mono,C2/c,1.2900000000000002e-05,-7.384206743499999,-2.239631630499999,0.10164703299999901,False,4.453275664965529,0.827199999999999,False,199.73401558336542,,
mp-776216,AlCoO3,10,Al1 Co1 O3,4.859753715111704,5.325595421680002,4.964776402484406,87.24563962871538,59.517775612876214,116.01965389664478,tri,P-1,4.0000588,-7.381012708999999,-2.236437595999999,0.10484106749999901,False,4.769838379175771,0.3481,False,93.23907440412559,,
mp-1251690,AlCrO3,30,Al1 Cr1 O3,5.515928196201615,5.515928196201615,11.631256,90.0,90.0,120.00000235329284,hex_,P6_3cm,17.9977877,-8.192928276,-2.544427012999999,0.35214237549999905,False,4.12787933393825,1.1578,False,306.4745698006157,,
